locus_tag	ftype	length_bp	gene	EC_number	COG	product
BNEGNLPN_00320	CDS	429	tolR		COG0848	Tol-Pal system protein TolR
BNEGNLPN_00321	CDS	204	ybdZ		COG3251	Enterobactin biosynthesis protein YbdZ
BNEGNLPN_00322	CDS	1209	fes		COG2382	Enterochelin esterase
BNEGNLPN_00323	CDS	2229	fepA_1		COG4771	Ferrienterobactin receptor
BNEGNLPN_00324	CDS	624	entD	2.7.8.-	COG2977	Enterobactin synthase component D
BNEGNLPN_00325	CDS	936	aptB_1	2.2.1.-	COG3958	Apulose-4-phosphate transketolase subunit B
BNEGNLPN_00326	CDS	831	aptA_1	2.2.1.-	COG3959	Apulose-4-phosphate transketolase subunit A
BNEGNLPN_00327	CDS	951	sorC_1		COG2390	Sorbitol operon regulator
BNEGNLPN_00328	CDS	1521	aplK	2.7.1.-	COG0554	Apulose kinase
BNEGNLPN_00329	CDS	273				hypothetical protein
BNEGNLPN_00330	tRNA	76				tRNA-Lys(ttt)
BNEGNLPN_00331	tRNA	76				tRNA-Lys(ttt)
BNEGNLPN_00332	rRNA	655				16S ribosomal RNA (partial)
BNEGNLPN_00333	CDS	387				IS3 family transposase ISYpe1
BNEGNLPN_00334	CDS	267				IS3 family transposase ISYpe1
BNEGNLPN_00335	CDS	114				hypothetical protein
BNEGNLPN_00336	CDS	1128				hypothetical protein
BNEGNLPN_00337	CDS	264				hypothetical protein
BNEGNLPN_00338	CDS	1149				hypothetical protein
BNEGNLPN_00339	CDS	267				hypothetical protein
BNEGNLPN_00340	CDS	459				hypothetical protein
BNEGNLPN_00341	CDS	717				hypothetical protein
BNEGNLPN_00342	CDS	510				IS3 family transposase IS1400
BNEGNLPN_00343	CDS	282				IS3 family transposase IS1400
BNEGNLPN_00344	CDS	1008				hypothetical protein
BNEGNLPN_00345	CDS	3288				hypothetical protein
BNEGNLPN_00346	CDS	6321	rhlE_1	3.6.4.13		ATP-dependent RNA helicase RhlE
BNEGNLPN_00347	CDS	312	hsdS		COG0732	Type-1 restriction enzyme EcoKI specificity protein
BNEGNLPN_00348	CDS	276				hypothetical protein
BNEGNLPN_00349	CDS	1590	hsdM	2.1.1.72	COG0286	Type I restriction enzyme EcoKI M protein
BNEGNLPN_00350	CDS	3513				hypothetical protein
BNEGNLPN_00351	CDS	1266	intA_1		COG0582	Prophage integrase IntA
BNEGNLPN_00352	tRNA	85				tRNA-Leu(caa)
BNEGNLPN_00353	CDS	669	can_1	4.2.1.1	COG0288	Carbonic anhydrase 2
BNEGNLPN_00354	CDS	1470	dauA_1		COG0659	C4-dicarboxylic acid transporter DauA
BNEGNLPN_00355	CDS	1020	ahr	1.1.1.2	COG1064	Aldehyde reductase Ahr
BNEGNLPN_00356	CDS	873	ugpA_1		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
BNEGNLPN_00357	CDS	888	lacG_1			Lactose transport system permease protein LacG
BNEGNLPN_00358	CDS	825	cpdA_1	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
BNEGNLPN_00359	CDS	1074	ugpC_1	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
BNEGNLPN_00360	CDS	1311	ugpB_1		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
BNEGNLPN_00361	CDS	900	iolE_1	4.2.1.44	COG1082	Inosose dehydratase
BNEGNLPN_00362	CDS	885				hypothetical protein
BNEGNLPN_00363	CDS	1014	iolG_1	1.1.1.18	COG0673	Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
BNEGNLPN_00364	CDS	1941	iolD	3.7.1.22	COG3962	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase
BNEGNLPN_00365	CDS	1914	iolC	2.7.1.92		5-dehydro-2-deoxygluconokinase
BNEGNLPN_00366	CDS	858	hexR_2		COG1737	HTH-type transcriptional regulator HexR
BNEGNLPN_00367	CDS	504			COG1662	IS1 family transposase IS1R
BNEGNLPN_00368	CDS	2316				hypothetical protein
BNEGNLPN_00369	CDS	573				hypothetical protein
BNEGNLPN_00370	CDS	1608	prmC_1	2.1.1.297		Release factor glutamine methyltransferase
BNEGNLPN_00371	CDS	1203				hypothetical protein
BNEGNLPN_00372	CDS	2916	hsdR	3.1.21.3		Type-1 restriction enzyme R protein
BNEGNLPN_00373	CDS	1848				hypothetical protein
BNEGNLPN_00374	CDS	756				hypothetical protein
BNEGNLPN_00375	CDS	648				hypothetical protein
BNEGNLPN_00376	CDS	621				hypothetical protein
BNEGNLPN_00377	CDS	1407				hypothetical protein
BNEGNLPN_00378	CDS	237				hypothetical protein
BNEGNLPN_00379	CDS	1002				hypothetical protein
BNEGNLPN_00380	CDS	159				hypothetical protein
BNEGNLPN_00381	CDS	615	vbhT	2.7.7.-		Protein adenylyltransferase VbhT
BNEGNLPN_00382	CDS	1317				hypothetical protein
BNEGNLPN_00383	CDS	858	pdeG_1	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeG
BNEGNLPN_00384	CDS	927	fimH_1			Type 1 fimbrin D-mannose specific adhesin
BNEGNLPN_00385	CDS	474	fimG_1			Protein FimG
BNEGNLPN_00386	CDS	528	fimF_1			Protein FimF
BNEGNLPN_00387	CDS	1773	fimD_1		COG3188	Outer membrane usher protein FimD
BNEGNLPN_00388	CDS	1032				IS630 family transposase ISEc33
BNEGNLPN_00389	CDS	504			COG1662	IS1 family transposase IS1R
BNEGNLPN_00390	CDS	111				hypothetical protein
BNEGNLPN_00391	CDS	573				hypothetical protein
BNEGNLPN_00392	CDS	501				hypothetical protein
BNEGNLPN_00393	CDS	846				hypothetical protein
BNEGNLPN_00394	CDS	648				hypothetical protein
BNEGNLPN_00395	CDS	549	fim_1			Fimbrial subunit type 1
BNEGNLPN_00396	CDS	513	lpfA_1			putative major fimbrial subunit LpfA
BNEGNLPN_00397	CDS	705	fimC_1			Chaperone protein FimC
BNEGNLPN_00398	CDS	801	fimD_2		COG3188	Outer membrane usher protein FimD
BNEGNLPN_00399	CDS	1032				IS630 family transposase ISEc33
BNEGNLPN_00400	CDS	504			COG1662	IS1 family transposase IS1R
BNEGNLPN_00401	CDS	249	dinI_1			DNA damage-inducible protein I
BNEGNLPN_00402	CDS	549	hin_1		COG1961	DNA-invertase hin
BNEGNLPN_00403	CDS	1152			COG2826	IS30 family transposase IS30
BNEGNLPN_00404	CDS	654				IS3 family transposase ISLad1
BNEGNLPN_00405	CDS	1287				hypothetical protein
BNEGNLPN_00406	CDS	2058				hypothetical protein
BNEGNLPN_00407	CDS	426				hypothetical protein
BNEGNLPN_00408	CDS	384				hypothetical protein
BNEGNLPN_00409	CDS	600				hypothetical protein
BNEGNLPN_00410	CDS	792				hypothetical protein
BNEGNLPN_00411	CDS	366				hypothetical protein
BNEGNLPN_00412	CDS	906				IS3 family transposase IS2
BNEGNLPN_00413	CDS	207				hypothetical protein
BNEGNLPN_00414	CDS	603				hypothetical protein
BNEGNLPN_00415	CDS	624				hypothetical protein
BNEGNLPN_00416	CDS	1119				hypothetical protein
BNEGNLPN_00417	CDS	735				hypothetical protein
BNEGNLPN_00418	CDS	873	era_1			GTPase Era
BNEGNLPN_00419	CDS	2847	flu_1		COG3468	Antigen 43
BNEGNLPN_00420	CDS	234				hypothetical protein
BNEGNLPN_00421	CDS	819				hypothetical protein
BNEGNLPN_00422	CDS	483	klcA_1			Antirestriction protein KlcA
BNEGNLPN_00423	CDS	477				hypothetical protein
BNEGNLPN_00424	CDS	222				hypothetical protein
BNEGNLPN_00425	CDS	369	cbeA			Cytoskeleton bundling-enhancing antitoxin CbeA
BNEGNLPN_00426	CDS	375	cbtA			Cytoskeleton-binding toxin CbtA
BNEGNLPN_00427	CDS	489				hypothetical protein
BNEGNLPN_00428	CDS	198				hypothetical protein
BNEGNLPN_00429	CDS	570				hypothetical protein
BNEGNLPN_00430	CDS	291				hypothetical protein
BNEGNLPN_00431	CDS	579				hypothetical protein
BNEGNLPN_00432	CDS	2490	pgaA			Poly-beta-1,6-N-acetyl-D-glucosamine export protein
BNEGNLPN_00433	CDS	2016	pgaB	3.5.1.-	COG0726	Poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase
BNEGNLPN_00434	CDS	1329	pgaC	2.4.1.-	COG1215	Poly-beta-1,6-N-acetyl-D-glucosamine synthase
BNEGNLPN_00435	CDS	450				hypothetical protein
BNEGNLPN_00436	CDS	786				hypothetical protein
BNEGNLPN_00437	CDS	759				hypothetical protein
BNEGNLPN_00438	CDS	918	cbpA		COG2214	Curved DNA-binding protein
BNEGNLPN_00439	CDS	306	cbpM			Chaperone modulatory protein CbpM
BNEGNLPN_00440	CDS	372				hypothetical protein
BNEGNLPN_00441	CDS	957	parM			Plasmid segregation protein ParM
BNEGNLPN_00442	CDS	1404	melB		COG2211	Melibiose carrier protein
BNEGNLPN_00443	CDS	1353	melA	3.2.1.22	COG1486	Alpha-galactosidase
BNEGNLPN_00444	CDS	939	melR			Melibiose operon regulatory protein
BNEGNLPN_00445	CDS	1503	proP_1			Proline/betaine transporter
BNEGNLPN_00446	CDS	336				hypothetical protein
BNEGNLPN_00447	CDS	435				hypothetical protein
BNEGNLPN_00448	CDS	726	phnF		COG2188	putative transcriptional regulator PhnF
BNEGNLPN_00449	CDS	453	phnG	2.7.8.37	COG3624	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG
BNEGNLPN_00450	CDS	585	phnH	2.7.8.37	COG3625	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH
BNEGNLPN_00451	CDS	1065	phnI	2.7.8.37	COG3626	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI
BNEGNLPN_00452	CDS	849	phnJ	4.7.1.1	COG3627	Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase
BNEGNLPN_00453	CDS	759	phnK		COG4107	Putative phosphonates utilization ATP-binding protein PhnK
BNEGNLPN_00454	CDS	681	phnL	2.7.8.37	COG4778	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL
BNEGNLPN_00455	CDS	1137	phnM	3.6.1.63	COG3454	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
BNEGNLPN_00456	CDS	564	phnN	2.7.4.23	COG3709	Ribose 1,5-bisphosphate phosphokinase PhnN
BNEGNLPN_00457	CDS	759	phnP	3.1.4.55	COG1235	Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase
BNEGNLPN_00458	CDS	369				hypothetical protein
BNEGNLPN_00459	CDS	2286	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
BNEGNLPN_00460	CDS	1521	rbsA_1	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
BNEGNLPN_00461	CDS	999	rbsC_3		COG1172	Ribose import permease protein RbsC
BNEGNLPN_00462	CDS	942	rbsB_1		COG1879	Ribose import binding protein RbsB
BNEGNLPN_00463	CDS	1008	rbsK_1	2.7.1.15	COG0524	Ribokinase
BNEGNLPN_00464	CDS	918				hypothetical protein
BNEGNLPN_00465	CDS	759				hypothetical protein
BNEGNLPN_00466	CDS	729	ompR_1			Transcriptional regulatory protein OmpR
BNEGNLPN_00467	CDS	420	fdhF_1	1.17.1.9	COG0243	Formate dehydrogenase H
BNEGNLPN_00468	CDS	1680	fdhF_2	1.17.1.9	COG0243	Formate dehydrogenase H
BNEGNLPN_00469	CDS	687				hypothetical protein
BNEGNLPN_00470	CDS	1314	gltP		COG1301	Proton/glutamate-aspartate symporter
BNEGNLPN_00471	CDS	1959	acs	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
BNEGNLPN_00472	CDS	312	yjcH		COG3162	Inner membrane protein YjcH
BNEGNLPN_00473	CDS	1656	actP		COG4147	Cation/acetate symporter ActP
BNEGNLPN_00474	CDS	1098				hypothetical protein
BNEGNLPN_00475	CDS	552				hypothetical protein
BNEGNLPN_00476	CDS	2580	fimD_3		COG3188	Outer membrane usher protein FimD
BNEGNLPN_00477	CDS	690	lpfB			putative fimbrial chaperone LpfB
BNEGNLPN_00478	CDS	540	ycbV		COG3539	putative fimbrial-like protein YcbV
BNEGNLPN_00479	CDS	690	yohK_1		COG1346	Inner membrane protein YohK
BNEGNLPN_00480	CDS	408	cidA			Holin-like protein CidA
BNEGNLPN_00481	CDS	882	oxyR_1			Hydrogen peroxide-inducible genes activator
BNEGNLPN_00482	CDS	1647	nhaK		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
BNEGNLPN_00483	CDS	1350	ghxP		COG2252	Guanine/hypoxanthine permease GhxP
BNEGNLPN_00484	CDS	669				hypothetical protein
BNEGNLPN_00485	CDS	459	soxR		COG0789	Redox-sensitive transcriptional activator SoxR
BNEGNLPN_00486	CDS	330	soxS_1			Regulatory protein SoxS
BNEGNLPN_00487	CDS	1605	pdeC	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeC
BNEGNLPN_00488	CDS	282				hypothetical protein
BNEGNLPN_00489	CDS	858				hypothetical protein
BNEGNLPN_00490	CDS	834				hypothetical protein
BNEGNLPN_00491	CDS	1140				hypothetical protein
BNEGNLPN_00492	CDS	1062	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
BNEGNLPN_00493	CDS	771	rbn_1	3.1.26.11		Ribonuclease BN
BNEGNLPN_00494	CDS	1014	ccpA_1		COG1609	Catabolite control protein A
BNEGNLPN_00495	CDS	762	suhB_2	3.1.3.25	COG0483	Inositol-1-monophosphatase
BNEGNLPN_00496	CDS	354	iraM			Anti-adapter protein IraM
BNEGNLPN_00497	CDS	2424	bamA_1		COG4775	Outer membrane protein assembly factor BamA
BNEGNLPN_00498	CDS	1761		3.1.1.102		Mono(2-hydroxyethyl) terephthalate hydrolase
BNEGNLPN_00499	CDS	369	soxS_2			Regulatory protein SoxS
BNEGNLPN_00500	CDS	2259	fepA_2		COG4771	Ferrienterobactin receptor
BNEGNLPN_00501	CDS	1581	mltF_1	4.2.2.-		Membrane-bound lytic murein transglycosylase F
BNEGNLPN_00502	CDS	525	ssb		COG0629	Single-stranded DNA-binding protein
BNEGNLPN_00503	CDS	2826	uvrA		COG0178	UvrABC system protein A
BNEGNLPN_00504	CDS	357	yjbR		COG2315	putative protein YjbR
BNEGNLPN_00505	CDS	417				hypothetical protein
BNEGNLPN_00506	CDS	714	aphA	3.1.3.2	COG3700	Class B acid phosphatase
BNEGNLPN_00507	CDS	1194	tyrB_1	2.6.1.5	COG1448	Tyrosine aminotransferase
BNEGNLPN_00508	CDS	1080	alr	5.1.1.1	COG0787	Alanine racemase, biosynthetic
BNEGNLPN_00509	CDS	1416	dnaB	3.6.4.12	COG0305	Replicative DNA helicase
BNEGNLPN_00510	CDS	984	qorA	1.6.5.5	COG0604	Quinone oxidoreductase 1
BNEGNLPN_00511	CDS	243	pspG			Phage shock protein G
BNEGNLPN_00512	CDS	942	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
BNEGNLPN_00513	CDS	489				hypothetical protein
BNEGNLPN_00514	CDS	516	zur		COG0735	Zinc uptake regulation protein
BNEGNLPN_00515	CDS	210				hypothetical protein
BNEGNLPN_00516	CDS	1317	dinF		COG0534	DNA damage-inducible protein F
BNEGNLPN_00517	CDS	609	lexA_1	3.4.21.88	COG1974	LexA repressor
BNEGNLPN_00518	CDS	369	dgkA	2.7.1.107	COG0818	Diacylglycerol kinase
BNEGNLPN_00519	CDS	2424	plsB	2.3.1.15	COG2937	Glycerol-3-phosphate acyltransferase
BNEGNLPN_00520	CDS	867	ubiA	2.5.1.39	COG0382	4-hydroxybenzoate octaprenyltransferase
BNEGNLPN_00521	CDS	498	ubiC	4.1.3.40	COG3161	Chorismate pyruvate-lyase
BNEGNLPN_00522	CDS	924				hypothetical protein
BNEGNLPN_00523	CDS	1290	lamB_1		COG4580	Maltoporin
BNEGNLPN_00524	CDS	1110	malK_1	7.5.2.1	COG3839	Maltose/maltodextrin import ATP-binding protein MalK
BNEGNLPN_00525	CDS	1191	malE		COG2182	Maltose/maltodextrin-binding periplasmic protein
BNEGNLPN_00526	CDS	1545	malF		COG1175	Maltose/maltodextrin transport system permease protein MalF
BNEGNLPN_00527	CDS	891	malG_1		COG3833	Maltose/maltodextrin transport system permease protein MalG
BNEGNLPN_00528	CDS	411	psiE		COG3223	Protein PsiE
BNEGNLPN_00529	CDS	1278				hypothetical protein
BNEGNLPN_00530	CDS	741	ygaZ_1		COG1296	Inner membrane protein YgaZ
BNEGNLPN_00531	CDS	321				hypothetical protein
BNEGNLPN_00532	CDS	381	ridA_1	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
BNEGNLPN_00533	CDS	510				hypothetical protein
BNEGNLPN_00534	CDS	456	lpxD_1	2.3.1.191		UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
BNEGNLPN_00535	CDS	1650	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
BNEGNLPN_00536	CDS	1350	lysC	2.7.2.4	COG0527	Lysine-sensitive aspartokinase 3
BNEGNLPN_00537	CDS	930	panS		COG0385	Pantothenate precursors transporter PanS
BNEGNLPN_00538	CDS	273				hypothetical protein
BNEGNLPN_00539	CDS	876	rluF	5.4.99.-	COG1187	Dual-specificity RNA pseudouridine synthase RluF
BNEGNLPN_00540	CDS	690	pepE	3.4.13.21	COG3340	Peptidase E
BNEGNLPN_00541	CDS	1632				hypothetical protein
BNEGNLPN_00542	CDS	3684	metH	2.1.1.13	COG0646	Methionine synthase
BNEGNLPN_00543	CDS	831	iclR		COG1414	Transcriptional repressor IclR
BNEGNLPN_00544	CDS	1785	aceK	2.7.11.5	COG4579	Isocitrate dehydrogenase kinase/phosphatase
BNEGNLPN_00545	CDS	1320	aceA	4.1.3.1	COG2224	Isocitrate lyase
BNEGNLPN_00546	CDS	1602	aceB	2.3.3.9	COG2225	Malate synthase A
BNEGNLPN_00547	CDS	930	metAS	2.3.1.46	COG1897	Homoserine O-succinyltransferase
BNEGNLPN_00548	CDS	462	yjaB	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YjaB
BNEGNLPN_00549	CDS	318				hypothetical protein
BNEGNLPN_00550	CDS	1125	yhhJ		COG0842	Inner membrane transport permease YhhJ
BNEGNLPN_00551	CDS	2745	rbbA		COG0842	Ribosome-associated ATPase
BNEGNLPN_00552	CDS	1068				hypothetical protein
BNEGNLPN_00553	CDS	1395	dosC	2.7.7.65		Diguanylate cyclase DosC
BNEGNLPN_00554	CDS	1008	trpS2	6.1.1.2	COG0180	Tryptophan--tRNA ligase 2
BNEGNLPN_00555	CDS	984	lsrB_1			Autoinducer 2-binding protein LsrB
BNEGNLPN_00556	CDS	1485	rbsA_2	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
BNEGNLPN_00557	CDS	972	rbsC_4		COG1172	Ribose import permease protein RbsC
BNEGNLPN_00558	CDS	957	lsrD_1			Autoinducer 2 import system permease protein LsrD
BNEGNLPN_00559	CDS	783	kefG	1.6.5.2		Glutathione-regulated potassium-efflux system ancillary protein KefG
BNEGNLPN_00560	CDS	909	syrM1			HTH-type transcriptional regulator SyrM 1
BNEGNLPN_00561	CDS	420	fosA	2.5.1.18		Glutathione transferase FosA
BNEGNLPN_00562	CDS	1413	norG_1		COG1167	HTH-type transcriptional regulator NorG
BNEGNLPN_00563	CDS	165				hypothetical protein
BNEGNLPN_00564	CDS	465	slyA_1			Transcriptional regulator SlyA
BNEGNLPN_00565	CDS	1068	yibH_1		COG1566	Inner membrane protein YibH
BNEGNLPN_00566	CDS	1065				hypothetical protein
BNEGNLPN_00567	CDS	255				hypothetical protein
BNEGNLPN_00568	CDS	768	hadI	3.-.-.-	COG1924	2-hydroxyisocaproyl-CoA dehydratase activator
BNEGNLPN_00569	CDS	1152	fldC	4.2.1.-		(R)-phenyllactyl-CoA dehydratase beta subunit
BNEGNLPN_00570	CDS	240				hypothetical protein
BNEGNLPN_00571	CDS	1242	mdtM_1			Multidrug resistance protein MdtM
BNEGNLPN_00572	CDS	1293				hypothetical protein
BNEGNLPN_00573	CDS	663	rhtC_1		COG1280	Threonine efflux protein
BNEGNLPN_00574	CDS	816	rhaS_1			HTH-type transcriptional activator RhaS
BNEGNLPN_00575	CDS	927				ISNCY family transposase ISRor2
BNEGNLPN_00576	CDS	1371	sad_1	1.2.1.16	COG1012	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad
BNEGNLPN_00577	CDS	546				hypothetical protein
BNEGNLPN_00578	CDS	957	yjiA	3.6.-.-	COG0523	P-loop guanosine triphosphatase YjiA
BNEGNLPN_00579	CDS	204				hypothetical protein
BNEGNLPN_00580	CDS	2151	btsT		COG1966	Pyruvate/proton symporter BtsT
BNEGNLPN_00581	CDS	1755	shlB_2			Hemolysin transporter protein ShlB
BNEGNLPN_00582	CDS	234				hypothetical protein
BNEGNLPN_00583	CDS	576				hypothetical protein
BNEGNLPN_00584	CDS	204				hypothetical protein
BNEGNLPN_00585	CDS	264				hypothetical protein
BNEGNLPN_00586	CDS	315				hypothetical protein
BNEGNLPN_00587	CDS	2967				Tn3 family transposase TnAs3
BNEGNLPN_00588	CDS	378				hypothetical protein
BNEGNLPN_00589	CDS	504			COG1662	IS1 family transposase IS1R
BNEGNLPN_00590	CDS	2508				Tn3 family transposase TnAs3
BNEGNLPN_00591	CDS	861	bla_1	3.5.2.6		Beta-lactamase TEM
BNEGNLPN_00592	CDS	558	tnpR			Transposon Tn3 resolvase
BNEGNLPN_00593	CDS	219				Tn3 family transposase Tn2
BNEGNLPN_00594	CDS	216				hypothetical protein
BNEGNLPN_00595	CDS	498				hypothetical protein
BNEGNLPN_00596	CDS	345	mbeC			Mobilization protein MbeC
BNEGNLPN_00597	CDS	462				hypothetical protein
BNEGNLPN_00598	CDS	708				hypothetical protein
BNEGNLPN_00599	CDS	264				hypothetical protein
BNEGNLPN_00600	CDS	1032				IS630 family transposase ISEc33
BNEGNLPN_00601	CDS	123				hypothetical protein
BNEGNLPN_00602	CDS	675	yedK	3.4.-.-	COG2135	SOS response-associated protein YedK
BNEGNLPN_00603	CDS	843	nimR_1			HTH-type transcriptional regulator NimR
BNEGNLPN_00604	CDS	387				hypothetical protein
BNEGNLPN_00605	CDS	2046	dcp	3.4.15.5	COG0339	Dipeptidyl carboxypeptidase
BNEGNLPN_00606	CDS	750	ydfG_1	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
BNEGNLPN_00607	CDS	687	rspR		COG1802	HTH-type transcriptional repressor RspR
BNEGNLPN_00608	CDS	432	uspG_2		COG0589	Universal stress protein UP12
BNEGNLPN_00609	CDS	1464	por_1	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
BNEGNLPN_00610	CDS	1284	lgoT			putative L-galactonate transporter
BNEGNLPN_00611	CDS	249				hypothetical protein
BNEGNLPN_00612	CDS	342				hypothetical protein
BNEGNLPN_00613	CDS	561	speG	2.3.1.57	COG1670	Spermidine N(1)-acetyltransferase
BNEGNLPN_00614	CDS	711				hypothetical protein
BNEGNLPN_00615	CDS	270	ynfD			putative protein YnfD
BNEGNLPN_00616	CDS	2436	ynfE	1.8.99.-	COG0243	Putative dimethyl sulfoxide reductase chain YnfE
BNEGNLPN_00617	CDS	618	dmsB_1		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
BNEGNLPN_00618	CDS	123				hypothetical protein
BNEGNLPN_00619	CDS	1263				IS1380 family transposase ISEcp1
BNEGNLPN_00620	CDS	717				hypothetical protein
BNEGNLPN_00621	CDS	2031				hypothetical protein
BNEGNLPN_00622	CDS	900				hypothetical protein
BNEGNLPN_00623	CDS	1836				hypothetical protein
BNEGNLPN_00624	CDS	2223				hypothetical protein
BNEGNLPN_00625	CDS	810				hypothetical protein
BNEGNLPN_00626	CDS	375				IS256 family transposase ISSod4
BNEGNLPN_00627	CDS	639				hypothetical protein
BNEGNLPN_00628	CDS	1680	xynB	3.2.1.37		Beta-xylosidase
BNEGNLPN_00629	CDS	1455	uidB		COG2211	Glucuronide carrier protein
BNEGNLPN_00630	CDS	1320	xylA_1	5.3.1.5		Xylose isomerase
BNEGNLPN_00631	CDS	984				hypothetical protein
BNEGNLPN_00632	CDS	1797				Tn3 family transposase TnAs1
BNEGNLPN_00633	CDS	885				hypothetical protein
BNEGNLPN_00634	CDS	1200	tetA			Tetracycline resistance protein, class C
BNEGNLPN_00635	CDS	678	tetR			Tetracycline repressor protein class A from transposon 1721
BNEGNLPN_00636	CDS	243				hypothetical protein
BNEGNLPN_00637	CDS	1725				Tn3 family transposase TnAs1
BNEGNLPN_00638	rRNA	111				5S ribosomal RNA
BNEGNLPN_00639	CDS	1296	kgtP_2			Alpha-ketoglutarate permease
BNEGNLPN_00640	CDS	324				hypothetical protein
BNEGNLPN_00641	CDS	1356	pssA	2.7.8.8	COG1502	CDP-diacylglycerol--serine O-phosphatidyltransferase
BNEGNLPN_00642	CDS	2652	pat_1	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase Pat
BNEGNLPN_00643	CDS	699				hypothetical protein
BNEGNLPN_00644	CDS	426	trxC	1.8.1.8	COG0526	Thioredoxin 2
BNEGNLPN_00645	CDS	1086	yfiF	2.1.1.-	COG0566	putative tRNA/rRNA methyltransferase YfiF
BNEGNLPN_00646	CDS	690	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
BNEGNLPN_00647	CDS	384	grcA		COG3445	Autonomous glycyl radical cofactor
BNEGNLPN_00648	CDS	1332	srmB	3.6.4.13	COG0513	ATP-dependent RNA helicase SrmB
BNEGNLPN_00649	CDS	738	yfiC	2.1.1.223	COG4123	tRNA1(Val) (adenine(37)-N6)-methyltransferase
BNEGNLPN_00650	CDS	1620	nadB	1.4.3.16	COG0029	L-aspartate oxidase
BNEGNLPN_00651	CDS	576	rpoE			ECF RNA polymerase sigma-E factor
BNEGNLPN_00652	CDS	651	rseA		COG3073	Anti-sigma-E factor RseA
BNEGNLPN_00653	CDS	957	rseB		COG3026	Sigma-E factor regulatory protein RseB
BNEGNLPN_00654	CDS	480	rseC		COG3086	Protein RseC
BNEGNLPN_00655	CDS	1800	lepA	3.6.5.-	COG0481	Elongation factor 4
BNEGNLPN_00656	CDS	975	lepB	3.4.21.89	COG0681	Signal peptidase I
BNEGNLPN_00657	CDS	681	rnc	3.1.26.3	COG0571	Ribonuclease 3
BNEGNLPN_00658	CDS	906	era_2		COG1159	GTPase Era
BNEGNLPN_00659	CDS	738	recO		COG1381	DNA repair protein RecO
BNEGNLPN_00660	CDS	732	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
BNEGNLPN_00661	CDS	381	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
BNEGNLPN_00662	CDS	261	yfhL		COG1145	Ferredoxin YfhL
BNEGNLPN_00663	CDS	849	murR_1		COG1737	HTH-type transcriptional regulator MurR
BNEGNLPN_00664	CDS	636	pgpC	3.1.3.27	COG0560	Phosphatidylglycerophosphatase C
BNEGNLPN_00665	CDS	510	tadA	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
BNEGNLPN_00666	CDS	1617	mltF_2	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
BNEGNLPN_00667	CDS	3942	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
BNEGNLPN_00668	CDS	1422	glrK	2.7.13.3		Sensor histidine kinase GlrK
BNEGNLPN_00669	CDS	708	qseG			Quorum-sensing regulator protein G
BNEGNLPN_00670	CDS	1338	qseF		COG2204	Transcriptional regulatory protein QseF
BNEGNLPN_00671	CDS	339	glnB		COG0347	Nitrogen regulatory protein P-II
